                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.39287,                 0.4152,                 1.0111,                0.85082,                0.55836,                0.63554,                0.59701,                0.41465,                0.76674,                 0.9999,               0.003862,               0.003862,               0.003862
                    158,                0.39525,                 0.4121,                 1.0127,                0.85116,                0.55855,                0.63541,                 0.5976,                0.41364,                0.76473,                0.99857,              0.0038224,              0.0038224,              0.0038224
                    159,                0.39184,                0.40734,                 1.0114,                0.85052,                0.55915,                0.63509,                0.59667,                0.41472,                0.76609,                 1.0005,              0.0037828,              0.0037828,              0.0037828
                    160,                0.39663,                0.40296,                 1.0128,                0.85337,                0.56002,                0.63581,                0.59834,                0.41483,                 0.7676,                 1.0011,              0.0037432,              0.0037432,              0.0037432
                    161,                0.39475,                0.41605,                 1.0133,                 0.8517,                0.55847,                0.63487,                0.59877,                0.41518,                0.76631,                 1.0018,              0.0037036,              0.0037036,              0.0037036
                    162,                0.39222,                0.40344,                 1.0099,                0.85311,                0.55808,                0.63567,                0.59962,                0.41527,                0.76493,                 1.0026,               0.003664,               0.003664,               0.003664
                    163,                0.39321,                0.40971,                 1.0105,                0.85247,                0.55763,                0.63585,                0.60044,                 0.4158,                0.76325,                 1.0029,              0.0036244,              0.0036244,              0.0036244
                    164,                0.39119,                0.40582,                 1.0112,                0.85245,                0.55597,                0.63569,                0.60019,                0.41628,                0.76163,                 1.0037,              0.0035848,              0.0035848,              0.0035848
                    165,                 0.3895,                0.40643,                 1.0084,                0.85531,                0.55531,                0.63638,                0.60005,                0.41636,                0.76069,                  1.003,              0.0035452,              0.0035452,              0.0035452
                    166,                 0.3884,                0.39569,                 1.0081,                0.85522,                0.55512,                0.63713,                0.60023,                0.41607,                0.76229,                 1.0025,              0.0035056,              0.0035056,              0.0035056
                    167,                0.38436,                0.39446,                  1.007,                0.85513,                 0.5552,                0.63616,                0.59998,                0.41348,                0.76311,                0.99919,               0.003466,               0.003466,               0.003466
                    168,                0.38566,                0.39286,                 1.0071,                0.85452,                0.55518,                0.63591,                0.59942,                0.41296,                0.76405,                0.99882,              0.0034264,              0.0034264,              0.0034264
                    169,                0.38477,                0.39613,                  1.006,                0.85423,                0.55499,                0.63553,                0.59899,                0.41299,                0.76395,                0.99903,              0.0033868,              0.0033868,              0.0033868
                    170,                0.38325,                0.39132,                  1.005,                0.85165,                0.55278,                0.63352,                0.59889,                0.41576,                0.76789,                 1.0021,              0.0033472,              0.0033472,              0.0033472
                    171,                0.38374,                0.39619,                 1.0094,                0.85127,                0.55207,                0.63405,                0.59906,                 0.4157,                0.76574,                  1.002,              0.0033076,              0.0033076,              0.0033076
                    172,                0.38161,                0.39672,                 1.0031,                0.85513,                0.55172,                0.63401,                0.59869,                0.41472,                0.76012,                 1.0019,               0.003268,               0.003268,               0.003268
                    173,                0.37891,                  0.389,                  1.002,                0.84809,                0.55627,                0.63443,                0.59879,                0.41429,                 0.7588,                 1.0016,              0.0032284,              0.0032284,              0.0032284
                    174,                0.37951,                0.39334,                 1.0031,                 0.8485,                0.55663,                0.63476,                0.59893,                0.41367,                 0.7561,                 1.0012,              0.0031888,              0.0031888,              0.0031888
                    175,                0.37936,                0.38655,                0.99977,                0.86485,                0.54748,                0.63549,                 0.6001,                 0.4132,                 0.7541,                 1.0005,              0.0031492,              0.0031492,              0.0031492
                    176,                 0.3757,                0.38715,                 1.0011,                0.86466,                0.54779,                 0.6363,                0.60097,                0.41249,                0.75436,                 1.0001,              0.0031096,              0.0031096,              0.0031096
                    177,                0.37715,                0.39082,                 1.0028,                0.86802,                0.54503,                0.63613,                 0.6007,                 0.4118,                0.75445,                0.99934,                0.00307,                0.00307,                0.00307
                    178,                0.37858,                0.39337,                 1.0045,                 0.8702,                0.54594,                0.63704,                0.60157,                0.41104,                 0.7542,                0.99874,              0.0030304,              0.0030304,              0.0030304
                    179,                0.37715,                0.38167,                 1.0027,                0.86984,                0.55077,                0.63835,                 0.6012,                0.41148,                0.75537,                 0.9989,              0.0029908,              0.0029908,              0.0029908
                    180,                0.37051,                0.38076,                 1.0014,                0.87061,                0.55085,                0.63861,                0.60159,                0.41144,                0.75561,                0.99828,              0.0029512,              0.0029512,              0.0029512
                    181,                0.37178,                0.38916,                 1.0008,                0.87085,                 0.5509,                0.63883,                0.60187,                0.41118,                0.75318,                0.99781,              0.0029116,              0.0029116,              0.0029116
                    182,                0.36988,                0.37636,                0.99716,                0.87162,                0.55088,                0.63915,                0.60226,                0.41115,                0.75352,                0.99815,               0.002872,               0.002872,               0.002872
                    183,                0.37447,                0.38033,                  1.001,                0.87232,                0.55074,                0.63827,                0.60158,                0.41145,                0.75461,                0.99836,              0.0028324,              0.0028324,              0.0028324
                    184,                 0.3706,                0.38049,                  1.001,                0.87104,                0.55088,                0.63757,                0.60101,                0.41169,                0.75563,                0.99827,              0.0027928,              0.0027928,              0.0027928
                    185,                 0.3687,                0.36929,                0.99756,                0.87025,                0.54997,                0.63816,                0.60142,                0.41146,                0.75763,                0.99794,              0.0027532,              0.0027532,              0.0027532
                    186,                0.36903,                0.37559,                0.99865,                0.86757,                 0.5506,                 0.6376,                0.60124,                0.41192,                0.75872,                0.99799,              0.0027136,              0.0027136,              0.0027136
                    187,                0.37049,                0.37548,                0.99888,                0.87048,                0.55005,                0.63785,                0.60133,                0.41113,                0.75884,                 0.9972,               0.002674,               0.002674,               0.002674
                    188,                0.36773,                0.37119,                0.99772,                0.86646,                0.55071,                0.63828,                0.60111,                0.41127,                0.75899,                 0.9972,              0.0026344,              0.0026344,              0.0026344
                    189,                0.36438,                 0.3684,                0.99615,                0.87124,                0.54947,                0.63818,                 0.6014,                0.41123,                0.76016,                0.99716,              0.0025948,              0.0025948,              0.0025948
                    190,                0.36528,                0.36676,                0.99611,                0.87307,                0.54746,                0.63787,                0.60129,                0.41145,                0.76056,                0.99762,              0.0025552,              0.0025552,              0.0025552
                    191,                0.35664,                 0.3571,                0.98807,                0.87528,                 0.5466,                  0.638,                0.60128,                0.41118,                0.76067,                0.99743,              0.0025156,              0.0025156,              0.0025156
                    192,                0.36534,                0.36692,                0.99703,                0.87726,                0.54589,                0.63753,                0.60105,                0.41153,                0.76074,                0.99802,               0.002476,               0.002476,               0.002476
                    193,                0.36613,                 0.3622,                0.99667,                0.87816,                0.54636,                0.63748,                0.60055,                0.41121,                0.76137,                0.99786,              0.0024364,              0.0024364,              0.0024364
                    194,                0.36067,                0.35997,                0.99447,                0.87915,                0.54676,                0.63769,                0.60093,                0.41111,                0.76214,                0.99794,              0.0023968,              0.0023968,              0.0023968
                    195,                 0.3643,                0.36447,                0.99422,                0.88367,                 0.5423,                0.63756,                0.60071,                0.41115,                0.76235,                0.99809,              0.0023572,              0.0023572,              0.0023572
                    196,                0.36004,                0.36498,                0.99183,                0.88565,                0.54421,                0.63738,                0.60045,                0.41095,                0.76292,                0.99789,              0.0023176,              0.0023176,              0.0023176
                    197,                    inf,                0.35828,                0.99222,                0.87761,                0.54693,                  0.637,                0.60009,                0.41076,                0.76274,                0.99787,               0.002278,               0.002278,               0.002278
                    198,                0.35637,                0.35527,                0.99236,                 0.8759,                0.54694,                0.63724,                0.60036,                0.41249,                0.76256,                0.99938,              0.0022384,              0.0022384,              0.0022384
                    199,                 0.3637,                0.35892,                0.99644,                0.87189,                0.54773,                0.63737,                0.60083,                0.41251,                 0.7621,                0.99949,              0.0021988,              0.0021988,              0.0021988
                    200,                0.35507,                0.35839,                0.99013,                0.86952,                0.54849,                0.63767,                  0.601,                0.41256,                0.76239,                0.99925,              0.0021592,              0.0021592,              0.0021592
                    201,                 0.3577,                0.35147,                0.99195,                0.86047,                0.55285,                 0.6375,                0.60108,                 0.4131,                0.76214,                 1.0001,              0.0021196,              0.0021196,              0.0021196
                    202,                0.35462,                0.34994,                 0.9927,                0.86019,                0.55242,                0.63752,                0.60125,                0.41335,                0.76196,                 1.0004,                0.00208,                0.00208,                0.00208
                    203,                0.35222,                0.35154,                0.98991,                0.86098,                0.55331,                 0.6382,                0.60222,                0.41334,                0.76249,                 1.0005,              0.0020404,              0.0020404,              0.0020404
                    204,                0.35181,                0.34624,                0.98661,                0.86144,                0.55293,                0.63763,                0.60229,                0.41362,                 0.7624,                 1.0011,              0.0020008,              0.0020008,              0.0020008
                    205,                0.35692,                0.35162,                0.99153,                0.86082,                0.55231,                0.63854,                0.60342,                0.41397,                0.76346,                 1.0014,              0.0019612,              0.0019612,              0.0019612
                    206,                0.35376,                0.35106,                0.98882,                0.86255,                0.55361,                0.63826,                0.60283,                 0.4143,                0.76421,                 1.0016,              0.0019216,              0.0019216,              0.0019216
                    207,                0.34905,                0.34657,                0.98781,                0.86279,                0.55413,                0.63814,                0.60205,                0.41461,                0.76375,                 1.0018,               0.001882,               0.001882,               0.001882
                    208,                0.34902,                0.34279,                0.98769,                0.86283,                0.55421,                0.63831,                0.60205,                 0.4141,                0.76327,                 1.0015,              0.0018424,              0.0018424,              0.0018424
                    209,                0.34401,                0.33518,                0.98223,                 0.8606,                0.55302,                0.63824,                0.60256,                0.41402,                0.76196,                 1.0012,              0.0018028,              0.0018028,              0.0018028
                    210,                0.34637,                0.33986,                0.98333,                0.86287,                0.55426,                0.63822,                0.60209,                0.41372,                0.76157,                  1.001,              0.0017632,              0.0017632,              0.0017632
                    211,                0.34832,                0.34121,                0.98961,                0.86358,                0.55301,                0.63789,                0.60196,                0.41288,                0.76152,                0.99998,              0.0017236,              0.0017236,              0.0017236
                    212,                0.34614,                0.33942,                0.98553,                0.86098,                0.55316,                0.63789,                0.60174,                 0.4128,                 0.7616,                0.99989,               0.001684,               0.001684,               0.001684
                    213,                0.34747,                0.34147,                0.98398,                0.85585,                0.55537,                 0.6379,                0.60214,                0.41341,                0.76051,                 1.0009,              0.0016444,              0.0016444,              0.0016444
                    214,                0.34153,                0.32981,                0.98295,                0.85661,                0.55532,                0.63745,                0.60126,                 0.4133,                 0.7604,                  1.001,              0.0016048,              0.0016048,              0.0016048
                    215,                0.34558,                0.33502,                0.98718,                0.85693,                0.55526,                0.63731,                0.60109,                0.41349,                0.76003,                 1.0011,              0.0015652,              0.0015652,              0.0015652
                    216,                0.34356,                0.34576,                0.98744,                0.85747,                 0.5549,                0.63727,                0.60113,                0.41365,                0.75978,                 1.0015,              0.0015256,              0.0015256,              0.0015256
                    217,                0.33654,                0.32647,                0.97979,                0.85727,                0.55488,                0.63729,                0.60105,                0.41415,                0.76045,                 1.0021,               0.001486,               0.001486,               0.001486
                    218,                0.34538,                0.33254,                0.98574,                0.85637,                0.55497,                0.63682,                0.60044,                0.41412,                0.75921,                 1.0021,              0.0014464,              0.0014464,              0.0014464
                    219,                0.33985,                0.32864,                 0.9818,                0.85723,                0.55494,                0.63748,                0.60026,                0.41368,                0.75923,                 1.0016,              0.0014068,              0.0014068,              0.0014068
                    220,                0.34259,                 0.3349,                0.98655,                0.85898,                0.55495,                 0.6377,                0.60064,                0.41354,                0.76025,                 1.0016,              0.0013672,              0.0013672,              0.0013672
                    221,                0.33741,                0.32779,                0.98118,                0.85902,                0.55496,                0.63758,                0.60025,                0.41373,                0.76082,                 1.0017,              0.0013276,              0.0013276,              0.0013276
                    222,                0.33653,                0.32512,                0.98254,                0.85822,                0.55489,                0.63827,                0.60111,                0.41436,                0.75936,                 1.0023,               0.001288,               0.001288,               0.001288
                    223,                0.33427,                0.32368,                0.98016,                0.86042,                0.55621,                0.63835,                0.60157,                0.41467,                0.75877,                 1.0026,              0.0012484,              0.0012484,              0.0012484
                    224,                0.33653,                0.32315,                0.98038,                0.85986,                0.55594,                0.63843,                0.60132,                0.41463,                0.75812,                 1.0026,              0.0012088,              0.0012088,              0.0012088
                    225,                0.33099,                0.32013,                0.97775,                0.85888,                0.55657,                0.63871,                0.60146,                0.41412,                0.75684,                 1.0023,              0.0011692,              0.0011692,              0.0011692
                    226,                0.33068,                0.31752,                0.97741,                0.86154,                0.55633,                0.63965,                0.60261,                0.41406,                0.75607,                 1.0025,              0.0011296,              0.0011296,              0.0011296
                    227,                0.33212,                0.32032,                0.97685,                 0.8582,                0.55515,                0.63866,                0.60255,                0.41373,                0.75502,                 1.0024,                0.00109,                0.00109,                0.00109
                    228,                 0.3301,                0.32254,                0.97558,                0.86038,                0.55617,                0.63987,                0.60239,                0.41389,                0.75544,                 1.0024,              0.0010504,              0.0010504,              0.0010504
                    229,                0.33135,                0.32021,                0.98063,                0.86032,                0.55616,                0.64002,                0.60272,                0.41378,                0.75464,                 1.0022,              0.0010108,              0.0010108,              0.0010108
                    230,                0.32815,                0.31495,                0.97379,                0.85984,                0.55617,                0.64023,                0.60276,                0.41375,                0.75447,                 1.0023,              0.0009712,              0.0009712,              0.0009712
                    231,                0.32746,                0.31441,                0.97577,                0.85983,                0.55607,                0.64052,                0.60289,                0.41364,                0.75385,                  1.002,              0.0009316,              0.0009316,              0.0009316
                    232,                0.33379,                0.31426,                0.97814,                0.85966,                0.55608,                  0.641,                0.60397,                0.41309,                0.75467,                 1.0019,               0.000892,               0.000892,               0.000892
                    233,                0.32797,                0.31529,                0.98022,                0.86059,                0.55583,                 0.6409,                0.60383,                0.41321,                0.75348,                 1.0019,              0.0008524,              0.0008524,              0.0008524
                    234,                0.32402,                 0.3101,                0.97606,                0.86042,                0.55578,                0.64105,                0.60371,                0.41304,                0.75235,                 1.0018,              0.0008128,              0.0008128,              0.0008128
                    235,                0.32556,                0.31186,                0.97363,                0.86017,                0.55442,                0.63994,                0.60402,                0.41301,                0.75166,                 1.0017,              0.0007732,              0.0007732,              0.0007732
                    236,                0.32338,                0.31131,                0.97384,                0.86107,                0.55346,                0.64049,                0.60419,                0.41326,                0.75184,                 1.0018,              0.0007336,              0.0007336,              0.0007336
                    237,                0.32263,                0.30897,                0.97704,                0.86092,                 0.5526,                0.64011,                0.60328,                0.41299,                0.75186,                 1.0017,               0.000694,               0.000694,               0.000694
                    238,                0.32199,                 0.3055,                0.97189,                0.86112,                0.55239,                0.64008,                0.60347,                0.41328,                 0.7518,                 1.0022,              0.0006544,              0.0006544,              0.0006544
                    239,                0.32481,                0.30831,                0.97434,                0.87334,                0.54858,                0.64078,                0.60412,                0.41296,                0.75159,                 1.0019,              0.0006148,              0.0006148,              0.0006148
                    240,                0.31815,                0.30366,                0.96981,                0.87033,                0.55136,                0.64072,                0.60398,                0.41307,                0.74971,                 1.0021,              0.0005752,              0.0005752,              0.0005752
