                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.76626,                 2.3372,                 1.2966,                0.48303,                0.39882,                0.38971,                0.30424,                0.88474,                 1.7914,                 1.4773,             0.00022179,             0.00022179,             0.00022179
